Country Name;Country Code;Indicator Name;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Luxembourg;LUX;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;2,314166546;2,591319084;2,528698444;2,716511488;2,565531969;2,909014463;2,613052368;3,131528616;3,474404812;
Latvia;LVA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0,386619985;0,695150018;0,73229003;0,513870001;0,437483251;1,286509991;0,572147965;0,557352066;0,361288697;0,598771155;
Macao SAR, China;MAC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;4,488330364;;;;;;;;;
St. Martin (French part);MAF;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monaco;MCO;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;3,608758688;;;;;;;
Moldova;MDA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0,035287511;0,054623622;0,075390004;0,092830002;0,153229997;0,237130389;0,133522406;0,112819999;0,170839995;0,1285;0,1479;0,136769995;
Madagascar;MDG;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0,421149999;;;;;
Maldives;MDV;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0,046930362;;0,08577878;;;0,159462139;;;;
Middle East & North Africa;MEA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;MEX;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;0,191029996;;;0,118919998;0,129690006;0,289539993;0,101329997;0,102009997;0,111489996;;0,375669986;;;
Marshall Islands;MHL;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;0,131819993;;;;;;;;0;;0,21893245;;
Middle income;MIC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North Macedonia;MKD;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;0,18322888;0,249641925;0,24628447;0,181483179;0,20614773;0,194386706;0,230761841;0,195113182;0,272905052;0,253252774;0,199248821;0,282410294;0,370378792;0,222095549;0,214266077;0,288830012;0,353913307;0,415961504;
Mali;MLI;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;0,112400003;0,111589998;0,145162851;0,219109997;;0,094080001;;;
Malta;MLT;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;;;;;0,326079994;0,389099985;0,402799994;0,335319996;0,91570425;0,712660015;0,654310882;1,019549966;0,843914926;0,902741671;
Myanmar;MMR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0,040089998;0;;;
Middle East & North Africa (excluding high income);MNA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montenegro;MNE;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0,218029484;0,295478672;0,422285438;0,418757945;0,355937719;0,222953767;0,161864683;0,685921788;;
Mongolia;MNG;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;0;;;0,319160014;;;0,168877438;0,217741817;0,117638379;0,149737805;0,129198208;0,224476337;0,412806481;0,206009999;0,234911665;0,370303094;
Northern Mariana Islands;MNP;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,057539999;;;0,051879998;;;
Mauritania;MRT;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0;0,606180012;;;;0,792313159;;0,257380784;;;;
Mauritius;MUS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0,215365782;0,386782795;0,242179617;0,270611405;0,184702143;0,187397704;0,168060839;0,103424013;0,128816679;0;;
Malawi;MWI;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;0,394517779;;;;;;0,319302559;;;;;;0,380995601;;;0,157263204;;;
Malaysia;MYS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;0,300099999;0,256694555;0,297640294;0,27068001;0,305838645;0,291700125;0,039299998;
North America;NAC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;NAM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0,177797794;0,106230021;0,303547323;;1,073868155;;;;;;;
New Caledonia;NCL;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
Niger;NER;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;0;0,338629991;;0;;;0,175056413;;0,084713705;;;;
Nigeria;NGA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;0,17994985;;;0,163611233;;;0,680359304;
Nicaragua;NIC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Netherlands;NLD;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0,799719989;0,831889987;0,846580029;0,77068001;0,727062106;0,824919999;0,864005566;0,858370006;1,327770352;1,320269942;
Norway;NOR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1,093770027;1,157119989;1,190129995;1,199219942;1,241189599;1,255120039;1,416830063;1,382416487;1,338856101;
Nepal;NPL;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;;;;;;
Nauru;NRU;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
New Zealand;NZL;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;1,325029969;0,78779;1,102579951;1,298790097;1,355932236;1,30803597;1,296919942;;;
OECD members;OED;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oman;OMN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;0,424250007;;;;;0,271340013;;0,006905852;0,00688545;0,006896579;0,322169989;0,262309551;0,34156999;
Other small states;OSS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pakistan;PAK;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;0,054236162;0;0;0;0;0;0;0,866550028;0,918070018;0,957930028;0,034325939;0,212595001;0,949129999;0,0163;0,030479999;;0,06913168;;
Panama;PAN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;0;;;;;;0;;;;;0;;0,312840015;;;;;;;;;0,282579988;;;0,206776798;0,280281723
Peru;PER;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippines;PHL;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;0,05407;;0,101410002;0,136539996;0,12652266;0,141576961;
Palau;PLW;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0,269219249;;;
Papua New Guinea;PNG;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poland;POL;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0,649299979;0,677680016;0,643617451;0,600220025;0,758928657;0,747056305;0,800220668;0,725839972;0,792176902;0,852707922;
Pre-demographic dividend;PRE;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Puerto Rico;PRI;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0,819130003;;;;;0,821550012;;;;;;
Korea, Dem. People's Rep.;PRK;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;0,47164467;0,71256882;0,811376691;0,806257486;0,878330171;0,983469725;1,046517253;1,129367948;1,142224908;1,123856306;1,197439194;1,142440796;1,034455776;1,032294989;1,102817059;
Portugal;PRT;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0,482710004;0,605289996;0,583320022;0,624180019;0,638769984;0,807529986;0,864780009;0,841573894;0,766221404;
Paraguay;PRY;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0,057840001;0,167789996;0,068879999;0,115440004;0,092260003;;0,064039998;0,049550001;0,175349995;;;
West Bank and Gaza;PSE;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;0,521586537;0,437719971;0,502546251;0,449244559;0,403335124;0,393403858;0,332618803;0,346407294;0,315718651;0,522316813;0,561440885;0,602077067;0,601671338;0,552060008;0,404549986;0,400099993;0,385430008;0,424109995;0,466340005;0,402902961;0,466850013;0,488469929;0,608780026;
Pacific island small states;PSS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Post-demographic dividend;PST;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
French Polynesia;PYF;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0,379441112;0,333252907;0,415679991;0,42177999;0,531196892;0,523465633;0,546899378;0;0,580780029;
Romania;ROU;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0,077079996;0;0,116997384;0,104573339;0,110793769;0,09656316;0,11541158;0,156381056;0,157704905;
Russian Federation;RUS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;0,664470017;;;;;;;;;;;1,226529956;;
Rwanda;RWA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0,060219999;;0,02806;;;0,066560537;0,034699999;0,127254382;0,154255703;0,093719415;0,120870002;
South Asia;SAS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;SAU;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;0,844699979;;;1,457399964;;;
Sudan;SDN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;0,945931792;;;;;;;;;;;;
Senegal;SEN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;0,45460999;;0,683650017;;0,988625944;0,426239878;0,099040002;0,531478047;5,900347233;;;;
Singapore;SGP;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
Solomon Islands;SLB;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
Sierra Leone;SLE;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;0;;;;;
El Salvador;SLV;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;0,0403;;;;;;;;;;
San Marino;SMR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;SOM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;SRB;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;0,242632881;0,398420632;0,495545059;0,39681235;0,449189991;0,354699492;0,328720003;0,585470021;0,451000005;0,647189975;0,487170011;0,446459323;0,144580007;0,437847406;0,477616578;0,547458529;
Sub-Saharan Africa (excluding high income);SSA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Sudan;SSD;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;0,217669994;;;;;;;;;;;;;;;
Sub-Saharan Africa;SSF;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Small states;SST;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;STP;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
Suriname;SUR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slovak Republic;SVK;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;1,207479954;0;0;0,691839993;0,675859988;0,50098002;0,633570015;0,911599994;0,922280014;0,728834212;0,910024881;0,852765977;
Slovenia;SVN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;1,874160051;1,604279995;2,218980074;2,653589964;2,871025085;3,26680994;3,84125495;3,125337601;3,196741343;
Sweden;SWE;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1,479329944;1,494490027;1,508929968;1,513190031;1,528319955;1,816977143;1,558539987;2,00842452;2,199285984;2,161166906;
Eswatini;SWZ;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
Sint Maarten (Dutch part);SXM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;SYR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turks and Caicos Islands;TCA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;0,086180001;;;;;;;;;0;;;;;
East Asia & Pacific (IDA & IBRD countries);TEA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe & Central Asia (IDA & IBRD countries);TEC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Togo;TGO;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;1,161512494;;;;0,517297089;;0,317519516;;0,305648476;;;;
Thailand;THA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,103940003;0,126609996;;;0,156479999;
Tajikistan;TJK;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;7,788509846;;;;;;
Turkmenistan;TKM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timor-Leste;TLS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;
Middle East & North Africa (IDA & IBRD countries);TMN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonga;TON;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,342868328;;;0,319458812;;
South Asia (IDA & IBRD);TSA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;TTO;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;0,291539997;;;;;;;;0;0;0;;
Tunisia;TUN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,859174192;;;;
Turkiye;TUR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0,420920014;0,428409994;0,389109999;0,433869988;0,508319974;0,402650177;0,504920006;0,498739511;2,634729385;2,774620056;
Tuvalu;TUV;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
Tanzania;TZA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;;;;0;;;
Uganda;UGA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;;;0;;
Ukraine;UKR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
Upper middle income;UMC;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uruguay;URY;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;0,060139999;;;;;;;;;;
United States;USA;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;1,523476839;1,589384317;1,581082821;1,59239924;1,67077744;1,764450669;1,757404923;1,852527499;1,787030816;1,723807693;1,804319501;1,808829665;1,842524052;1,775396585;1,719965816;1,69664526;1,865339518;1,940884829;2,02915287;2,207360029;2,315520048;2,066400051;2,255800009;2,296844721;2,452909946;2,388414145;2,440900087;2,463247776;2,404439926;2,484823942
Uzbekistan;UZB;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Vincent and the Grenadines;VCT;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venezuela, RB;VEN;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;;;;;;
British Virgin Islands;VGB;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viet Nam;VNM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,110100001;0,109333009;0,094227232;0,088588022;
Vanuatu;VUT;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;0,396463305;;;;0,411114544;;;;;;;;;0;0,081242852;;;
World;WLD;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;WSM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kosovo;XKX;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep.;YEM;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;0,181669831;;;;;;;;;
South Africa;ZAF;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;0;0,36322999;0;0,915260017;0;0,359070003;0;
Zambia;ZMB;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;
Zimbabwe;ZWE;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);;;;;;;;;;;;;;;;;;;;;;;;;;;;0,050409999;;0;;0,181596979;;
