"country","PY","N_econ","N_CC","N_TopFive","N_TopTen","N_Top30","N_TrunkJournals","N_Top30_CC","N_TrunkJournals_CC","mean_TC","mean_nb_authors","mean_nb_authors_gendered","mean_share_male_authors","mean_share_female_authors","N_F","N_M","N_FF","N_MM","N_FM","Share_econ","Share_CC","Share_TopFive","Share_TopTen","Share_Top30","Share_TrunkJournals","Share_Top30_CC","Share_TrunkJournals_CC","ISO3","year","PIBValues","RDValues","EducFValues","EducHValues","CO2emissionsalues","NDC_Implied_average","NDC_Implied_conditional","NDC_Implied_unconditional","is_carbon_tax","ExpendituresValues","DisastersValues","TemperatureValues","Comparative_advantage","Total_trade","Trade_balance"
"Uzbekistan",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lao People's Democratic Republic",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Caledonia",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Réunion",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkmenistan",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turks and Caicos Islands",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Korea",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"State of Palestine",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Åland Islands",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comoros",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martinique",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"British Virgin Islands",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cabo Verde",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook Islands",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia (Federated States of)",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curaçao",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"French Polynesia",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montserrat",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe Islands",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy See",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea-Bissau",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somalia",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall Islands",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayotte",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of the Congo",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",1987,8,0,0,1,2,2,0,0,11.25,1.25,0.5,0.993925,0.006075,4,8,4,4,4,0.266844563042028,0,0,0.65359477124183,0.934579439252336,0.310077519379845,0,0,"ARG","1987",1.09029e+11,NA,NA,NA,NA,"348.9999542","348.9999542","348.9999542",NA,NA,3,0.417,NA,NA,NA
"Australia",1987,150,0,2,7,4,28,0,0,8.9,1.63333333333333,0.68,0.923328728070175,0.0766712719298246,77,123,74,93,79,5.00333555703803,0,3.63636363636364,4.57516339869281,1.86915887850467,4.34108527131783,0,0,"AUS","1987",1.89487e+11,NA,NA,NA,NA,"344.1261806","344.1261806","344.1261806",NA,NA,NA,0.312,NA,NA,NA
"Austria",1987,10,0,0,1,1,3,0,0,19.7,1.5,0.8,0.988516666666667,0.0114833333333333,4,8,4,6,4,0.333555703802535,0,0,0.65359477124183,0.467289719626168,0.465116279069767,0,0,"AUT","1987",1.24168e+11,NA,NA,NA,NA,"40.16706358","40.16706358","40.16706358",NA,NA,NA,-0.255,NA,NA,NA
"Belgium",1987,39,0,1,4,6,15,0,0,12.025641025641,1.87179487179487,0.256410256410256,0.839466666666667,0.160533333333333,31,37,30,30,31,1.30086724482989,0,1.81818181818182,2.61437908496732,2.80373831775701,2.32558139534884,0,0,"BEL","1987",1.49394e+11,NA,NA,NA,NA,"60.72091465","60.72091465","60.72091465",NA,NA,NA,NA,NA,NA,NA
"Benin",1987,3,0,0,0,0,0,0,0,12,1.66666666666667,0.666666666666667,0.9963,0.0037,1,3,1,1,1,0.100066711140761,0,0,0,0,0,0,0,"BEN","1987",1562412228,NA,NA,NA,NA,"31.289","30.2877724","31.289",NA,NA,NA,1.051,NA,NA,NA
"Bolivia",1987,1,0,0,0,0,0,0,0,4,5,1,1,0,0,1,0,0,0,0.0333555703802535,0,0,0,0,0,0,0,"BOL","1987",4347956338,NA,NA,NA,NA,"116.098","116.098","116.098",NA,NA,1,0.694,NA,NA,NA
"Brazil",1987,10,0,0,1,0,5,0,0,10.2,2.3,1,0.749175,0.250825,5,6,4,6,5,0.333555703802535,0,0,0.65359477124183,0,0.775193798449612,0,0,"BRA","1987",NA,NA,NA,NA,NA,"1093.496457","1093.496457","1093.496457",NA,NA,3,0.721,NA,NA,NA
"Canada",1987,280,0,5,11,25,70,0,0,19.3,1.82857142857143,0.675,0.873783320987654,0.126216679012346,156,228,145,174,157,9.33955970647098,0,9.09090909090909,7.18954248366013,11.6822429906542,10.8527131782946,0,0,"CAN","1987",4.33134e+11,NA,NA,NA,NA,"417.8394943","417.8394943","417.8394943",NA,NA,3,1.359,NA,NA,NA
"Chile",1987,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,1,1,1,0.0333555703802535,0,0,0,0.467289719626168,0.155038759689922,0,0,"CHL","1987",22250729667,NA,NA,NA,NA,"53.96430885","53.96430885","53.96430885",NA,NA,3,0.506,NA,NA,NA
"Colombia",1987,94,0,4,8,20,25,0,0,43.3404255319149,2.28723404255319,1.0531914893617,0.863516861598441,0.136483138401559,42,65,37,54,44,3.13542361574383,0,7.27272727272727,5.22875816993464,9.34579439252336,3.87596899224806,0,0,"COL","1987",36373307085,NA,NA,NA,NA,"169.4398627","169.4398627","169.4398627",NA,NA,3,0.581,NA,NA,NA
"Czechia",1987,2,0,0,0,0,0,0,0,14.5,3.5,2,0.75035,0.24965,1,1,1,1,2,0.066711140760507,0,0,0,0,0,0,0,"CZE","1987",NA,NA,NA,NA,NA,"74.09327695","74.09327695","74.09327695",NA,NA,NA,NA,NA,NA,NA
"Denmark",1987,9,0,1,1,1,4,0,0,5.88888888888889,1.88888888888889,1.11111111111111,0.9934,0.0066,3,8,3,4,3,0.300200133422282,0,1.81818181818182,0.65359477124183,0.467289719626168,0.62015503875969,0,0,"DNK","1987",1.09414e+11,NA,NA,NA,NA,"28.53844507","28.53844507","28.53844507",NA,NA,NA,-0.985,NA,NA,NA
"Finland",1987,10,0,0,1,1,4,0,0,6.2,1.8,0.1,0,1,10,9,9,9,9,0.333555703802535,0,0,0.65359477124183,0.467289719626168,0.62015503875969,0,0,"FIN","1987",91594751792,NA,NA,NA,NA,"27.66494696","27.66494696","27.66494696",NA,NA,NA,-1.649,NA,NA,NA
"France",1987,62,0,1,7,7,24,0,0,31.2741935483871,1.80645161290323,0.693548387096774,0.796305,0.203695,32,51,28,30,29,2.06804536357572,0,1.81818181818182,4.57516339869281,3.27102803738318,3.72093023255814,0,0,"FRA","1987",9.34173e+11,NA,NA,NA,NA,"252.0056209","252.0056209","252.0056209",NA,NA,2,-0.011,NA,NA,NA
"Georgia",1987,44,0,0,2,2,7,0,0,16.6818181818182,1.97727272727273,1.29545454545455,0.952872453703704,0.0471275462962963,9,27,8,23,9,1.46764509673115,0,0,1.30718954248366,0.934579439252336,1.08527131782946,0,0,"GEO","1987",11502.63264,NA,NA,NA,NA,"21.055","18.1101238","21.055",NA,NA,NA,NA,NA,NA,NA
"Germany",1987,60,0,0,0,0,1,0,0,11.0666666666667,1.46666666666667,0.95,0.903896590909091,0.0961034090909091,20,46,16,26,16,2.00133422281521,0,0,0,0,0.155038759689922,0,0,"DEU","1987",1.29818e+12,NA,NA,NA,NA,"392.2517952","392.2517952","392.2517952",NA,NA,NA,-0.559,NA,NA,NA
"Guinea",1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hong Kong",1987,5,0,0,1,1,1,0,0,5.4,1.6,0.4,0.5,0.5,4,4,3,3,3,0.166777851901268,0,0,0.65359477124183,0.467289719626168,0.155038759689922,0,0,"HKG","1987",50622896163,NA,NA,NA,NA,"36.678","36.678","36.678",NA,NA,2,0.786,NA,NA,NA
"Hungary",1987,9,0,0,0,0,0,0,0,4.11111111111111,1.77777777777778,0.444444444444444,0.75035,0.24965,8,8,8,8,9,0.300200133422282,0,0,0,0,0,0,0,"HUN","1987",27143185297,NA,NA,NA,NA,"47.13898346","47.13898346","47.13898346",NA,NA,NA,-0.522,NA,NA,NA
"Iceland",1987,2,0,0,0,0,0,0,0,0,1,1,0.9968,0.0032,0,2,0,0,0,0.066711140760507,0,0,0,0,0,0,0,"ISL","1987",5520318405,NA,NA,NA,NA,"7.975281422","7.975281422","7.975281422",NA,NA,NA,0.615,NA,NA,NA
"India",1987,92,0,2,9,8,20,0,0,22.3913043478261,1.81521739130435,0.815217391304348,0.840146405228758,0.159853594771242,45,68,43,55,45,3.06871247498332,0,3.63636363636364,5.88235294117647,3.73831775700935,3.10077519379845,0,0,"IND","1987",2.79034e+11,NA,NA,NA,NA,"4696.763","4696.763","4696.763",NA,NA,10,0.564,NA,NA,NA
"Ireland",1987,9,0,0,0,0,1,0,0,5.66666666666667,1.77777777777778,0.333333333333333,0.993525,0.006475,7,8,7,8,7,0.300200133422282,0,0,0,0,0.155038759689922,0,0,"IRL","1987",33920518493,NA,NA,NA,NA,"34.74022673","34.74022673","34.74022673",NA,NA,1,-0.163,NA,NA,NA
"Isle of Man",1987,181,0,8,14,21,27,0,0,31.5966850828729,1.69613259668508,0.779005524861878,0.876757686084142,0.123242313915858,85,144,79,98,87,6.03735823882588,0,14.5454545454545,9.15032679738562,9.81308411214953,4.18604651162791,0,0,"IMN","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.245,NA,NA,NA
"Israel",1987,75,0,7,13,17,36,0,0,48.96,1.98666666666667,0.56,0.857758870967742,0.142241129032258,48,63,44,51,45,2.50166777851901,0,12.7272727272727,8.49673202614379,7.94392523364486,5.58139534883721,0,0,"ISR","1987",42802884825,NA,NA,NA,NA,"58.00005375","58.00005375","58.00005375",NA,NA,NA,-0.264,NA,NA,NA
"Italy",1987,25,0,2,2,3,8,0,0,12.32,1.8,0.52,0.765792307692308,0.234207692307692,15,22,12,12,12,0.833889259506338,0,3.63636363636364,1.30718954248366,1.4018691588785,1.24031007751938,0,0,"ITA","1987",8.05713e+11,NA,NA,NA,NA,"264.4779001","264.4779001","264.4779001",NA,NA,6,0.176,NA,NA,NA
"Jamaica",1987,2,0,0,0,0,0,0,0,2.5,4.5,0.5,1,0,1,2,1,1,1,0.066711140760507,0,0,0,0,0,0,0,"JAM","1987",3287007322,NA,NA,NA,NA,"5.340082002","5.226774307","5.453389697",NA,NA,1,1.254,NA,NA,NA
"Japan",1987,48,1,4,7,5,11,0,0,17.6666666666667,1.91666666666667,0.708333333333333,0.915814583333333,0.0841854166666667,25,39,24,30,26,1.60106737825217,0,7.27272727272727,4.57516339869281,2.33644859813084,1.70542635658915,0,0,"JPN","1987",2.58075e+12,NA,NA,NA,NA,"723.7199447","723.7199447","723.7199447",NA,NA,1,0.318,NA,NA,NA
"Jersey",1987,6,0,0,0,0,0,0,0,6.83333333333333,2,2,0.995952777777778,0.00404722222222222,0,1,0,5,0,0.200133422281521,0,0,0,0,0,0,0,"JEY","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",1987,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,1,1,1,0.0333555703802535,0,0,0,0,0,0,0,"KEN","1987",7970820369,NA,NA,NA,NA,"97.23998598","97.23998598","97.23998598",NA,NA,NA,0.787,NA,NA,NA
"Lebanon",1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malawi",1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malaysia",1987,3,0,0,0,0,0,0,0,4.66666666666667,1,0,0,0,3,3,3,3,3,0.100066711140761,0,0,0,0,0,0,0,"MYS","1987",32181210158,NA,NA,NA,NA,"412.919","412.919","412.919",NA,NA,1,0.434,NA,NA,NA
"Mali",1987,2,0,0,0,0,0,0,0,2.5,1.5,1.5,0.997475,0.002525,0,1,0,1,0,0.066711140760507,0,0,0,0,0,0,0,"MLI","1987",2090629987,NA,NA,NA,NA,"26.62992274","26.62992274","26.62992274",NA,NA,NA,1.12,NA,NA,NA
"Mexico",1987,13,0,0,0,0,3,0,0,20.9230769230769,2.30769230769231,0.923076923076923,0.995708333333333,0.00429166666666667,7,9,7,11,7,0.433622414943296,0,0,0,0,0.465116279069767,0,0,"MEX","1987",1.47543e+11,NA,NA,NA,NA,"541.4499061","499.7999133","583.0998988",NA,NA,2,-0.166,NA,NA,NA
"Netherlands",1987,70,0,0,1,1,10,0,0,12.6285714285714,1.72857142857143,0.471428571428571,0.922683333333333,0.0773166666666667,44,64,42,46,42,2.33488992661775,0,0,0.65359477124183,0.467289719626168,1.55038759689922,0,0,"NLD","1987",2.45046e+11,NA,NA,NA,NA,"91.97349561","91.97349561","91.97349561",NA,NA,NA,-0.501,NA,NA,NA
"New Zealand",1987,29,0,0,3,2,5,0,0,7.55172413793103,1.68965517241379,0.758620689655172,0.802852142857143,0.197147857142857,17,22,15,18,17,0.967311541027352,0,0,1.96078431372549,0.934579439252336,0.775193798449612,0,0,"NZL","1987",40376354070,NA,NA,NA,NA,"30.00219631","30.00219631","30.00219631",NA,NA,2,0.402,NA,NA,NA
"Niger",1987,11,0,0,0,0,1,0,0,2.18181818181818,1.63636363636364,0,0,0,11,11,11,11,11,0.366911274182789,0,0,0,0,0.155038759689922,0,0,"NER","1987",2233006105,NA,NA,NA,NA,"26.268","26.268","26.268",NA,NA,NA,0.699,NA,NA,NA
"Nigeria",1987,11,0,0,0,0,1,0,0,2.18181818181818,1.63636363636364,0,0,0,11,11,11,11,11,0.366911274182789,0,0,0,0,0.155038759689922,0,0,"NGA","1987",52676041931,NA,NA,NA,NA,"325.5265392","259.4422042","391.6108743",NA,NA,NA,0.853,NA,NA,NA
"Norfolk Island",1987,4,0,0,1,1,2,0,0,81.5,2.25,1.25,0.830758333333333,0.169241666666667,2,2,2,3,3,0.133422281521014,0,0,0.65359477124183,0.467289719626168,0.310077519379845,0,0,"NFK","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015,NA,NA,NA
"Norway",1987,15,0,1,1,1,1,0,0,20.4666666666667,1.73333333333333,0.8,0.9994625,0.0005375,7,12,7,10,7,0.500333555703803,0,1.81818181818182,0.65359477124183,0.467289719626168,0.155038759689922,0,0,"NOR","1987",94229907236,NA,NA,NA,NA,"18.30199259","18.30199259","18.30199259",NA,NA,NA,-0.825,NA,NA,NA
"Pakistan",1987,3,0,0,0,0,1,0,0,5,1,0.333333333333333,0,1,3,2,2,2,2,0.100066711140761,0,0,0,0,0.155038759689922,0,0,"PAK","1987",33351529275,NA,NA,NA,NA,"673.239","673.239","673.239",NA,NA,NA,0.27,NA,NA,NA
"Peru",1987,5,0,0,0,0,2,0,0,9.2,1.6,0.6,0.9956,0.0044,2,5,2,2,2,0.166777851901268,0,0,0,0,0.310077519379845,0,0,"PER","1987",36533467759,NA,NA,NA,NA,"179.216","179.0000332","179.216",NA,NA,4,0.925,NA,NA,NA
"Philippines",1987,3,0,0,0,0,1,0,0,14.6666666666667,1.66666666666667,0.666666666666667,0.99835,0.00165,1,3,1,1,1,0.100066711140761,0,0,0,0,0.155038759689922,0,0,"PHL","1987",37791488666,NA,NA,NA,NA,"192.5242043","78.71625","306.3321585",NA,NA,6,0.56,NA,NA,NA
"Poland",1987,6,0,0,0,0,0,0,0,1,1.16666666666667,0.333333333333333,1,0,4,6,4,4,4,0.200133422281521,0,0,0,0,0,0,0,"POL","1987",NA,NA,NA,NA,NA,"222.5096629","222.5096629","222.5096629",NA,NA,1,-1.085,NA,NA,NA
"Portugal",1987,4,0,0,0,0,0,0,0,1.75,1.5,0.75,0.995733333333333,0.00426666666666667,1,4,1,1,1,0.133422281521014,0,0,0,0,0,0,0,"PRT","1987",48182925857,NA,NA,NA,NA,"46.17198343","46.17198343","46.17198343",NA,NA,NA,0.718,NA,NA,NA
"Puerto Rico",1987,2,0,0,0,0,1,0,0,1,1.5,1,0.99405,0.00595,0,2,0,0,0,0.066711140760507,0,0,0,0,0.155038759689922,0,0,"PRI","1987",24025800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA
"Republic of Korea",1987,17,0,0,0,0,1,0,0,6.82352941176471,1.29411764705882,0.588235294117647,0.643152380952381,0.356847619047619,12,13,10,11,11,0.56704469646431,0,0,0,0,0.155038759689922,0,0,"KOR","1987",1.47949e+11,NA,NA,NA,NA,"422.6767922","422.6767922","422.6767922",NA,NA,3,0.371,NA,NA,NA
"Romania",1987,12,0,0,0,0,2,0,0,4.58333333333333,2.08333333333333,0.416666666666667,0.79218,0.20782,8,11,7,7,7,0.400266844563042,0,0,0,0,0.310077519379845,0,0,"ROU","1987",38067567568,NA,NA,NA,NA,"64.748","64.748","64.748",NA,NA,NA,-0.74,NA,NA,NA
"Russian Federation",1987,12,0,0,0,0,0,0,0,3.91666666666667,4.5,3.25,0.974577222222222,0.0254227777777778,3,6,3,8,4,0.400266844563042,0,0,0,0,0,0,0,"RUS","1987",NA,NA,NA,NA,NA,"1670.425","1670.425","1670.425",NA,NA,NA,NA,NA,NA,NA
"Singapore",1987,4,0,0,1,1,2,0,0,3.75,1.75,0.25,0.996,0.004,3,4,3,3,3,0.133422281521014,0,0,0.65359477124183,0.467289719626168,0.310077519379845,0,0,"SGP","1987",20919215578,NA,NA,NA,NA,"60.00037245","60.00037245","60.00037245",NA,NA,NA,0.299,NA,NA,NA
"South Africa",1987,92,0,0,4,3,18,0,0,14.1413043478261,1.81521739130435,0.717391304347826,0.826104275362319,0.173895724637681,53,71,46,58,48,3.06871247498332,0,0,2.61437908496732,1.4018691588785,2.7906976744186,0,0,"ZAF","1987",96535763418,NA,NA,NA,NA,"385.0000919","385.0000919","385.0000919",NA,NA,1,0.714,NA,NA,NA
"Sweden",1987,22,0,0,1,6,10,0,0,22.7727272727273,1.81818181818182,0.590909090909091,0.942855555555556,0.0571444444444444,13,18,13,16,14,0.733822548365577,0,0,0.65359477124183,2.80373831775701,1.55038759689922,0,0,"SWE","1987",1.8301e+11,NA,NA,NA,NA,"1.123","1.123","1.123",NA,NA,NA,-1.196,NA,NA,NA
"Switzerland",1987,35,0,0,3,4,7,0,0,14.1142857142857,1.71428571428571,0.771428571428571,0.892325438596491,0.107674561403509,17,27,17,22,16,1.16744496330887,0,0,1.96078431372549,1.86915887850467,1.08527131782946,0,0,"CHE","1987",1.99236e+11,NA,NA,NA,NA,"26.55877249","26.55877249","26.55877249",NA,NA,2,-0.005,NA,NA,NA
"Thailand",1987,21,0,0,1,2,5,0,0,12.8571428571429,2.23809523809524,0.285714285714286,0.82745,0.17255,16,20,15,15,15,0.700466977985324,0,0,0.65359477124183,0.934579439252336,0.775193798449612,0,0,"THA","1987",50535446555,NA,NA,NA,NA,"371.4721634","342.8973816","400.0469451",NA,NA,1,0.763,NA,NA,NA
"Uganda",1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
